segmentid,sessionid,segmentindex,audiofilename,duration,proceedingsfile,transcriptionfile,matched,score,language,pos_start,pos_end,proceedings_text,transcription_text,missing_start_word,missing_end_word,wrong_match,wrong_language,low_quality
420778,617,481,Stortinget-20160406-095500_12278400_12302900,24.5,data/proceedings/2016-04-06_proceedings.txt,data/transcriptions/json/2016-04-06_transcription.json,1,0.874251497005988,bm,27924,28002,"nå legger opp til, og som vi vil sende ut på høring, vil vi ha arbeid og aktivitet i fokus. Det er viktige rammer for de forsøkene vi ønsker å gjennomføre. Det er også viktig å se om man gjennom disse forsøkene kan klare å få til bedre kommunale tjenester for tilgrensede tilbud. Jeg mener, som jeg sa i mitt første svar, at det viktigste nå er å sørge for at vi får et godt tilbud til brukerne.",i forsøkene som vi nå legger opp til og som vi da vil sende ut på høring så er vi eee så vil vi ha hovedfokus på arbeid og aktivitet det er viktig ramme for de forsøkene vi ønsker å gjennomføre eee og det er også viktig å se om man gjennom disse forsøkene kan klare å få til bedre kommunale tjenester for gre tilgrensede tilbud jeg mener at som jeg sa i mitt første svar eee det viktigste nå er å sørge for at vi får et godt tilbud til brukerne,,,,,
491612,716,27,Stortinget-20170329-095608_925500_946700,21.2,data/proceedings/2017-03-29_proceedings.txt,data/transcriptions/json/2017-03-29_transcription.json,1,0.8505747126436781,bm,1413,1454,"Jeg har stor respekt for de menneskene som lever tett på ulven. Det gjør noe med livskvaliteten, og fra Kristelig Folkepartis side har vi de siste ti–tolv årene nettopp hevdet at det går ut over livskvaliteten for mange mennesker som lever",jeg har stor respekt for de menneskene som lever tett på ulven det gjør noe med livskvaliteten og fra krf sin side så har vi hele ja de siste ti tolv årene nettopp hevdet at det går ut over livskvalitet for mange mennesker som lever tettven,,,,,
653553,933,527,Stortinget-20190603-095508_14364800_14394400,29.6,data/proceedings/2019-06-03_proceedings.txt,data/transcriptions/json/2019-06-03_transcription.json,1,0.9101796407185628,bm,28997,29082,"Det er derfor helt naturlig og nødvendig at oppfølging av enkeltvedtak kan gå over flere år. Det er også sånn at en stor mengde av vedtak vi har sett de siste årene, i seg selv medfører at oppfølgingen kan ta lengre tid, og det er derfor nødvendig at regjeringen og Stortinget samarbeider om å få ned antallet vedtak som krever oppfølging. Det er et stort sammenfall i hvilke forslag regjeringen mener det bør rapporteres videre på, og hvilke forslag Stortinget ønsker en videre rapportering på.",det er derfor helt naturlig og nødvendig at oppfølging av enkeltvedtak kan gå over flere år og sånt at en stor mengde av vedtak man har sett de siste årene i seg sjøl medføre at oppfølgingen kan ta lengre tid og det er derfor nødvendig at regjeringen og stortinget samarbeider om å få ned antallet vedtak som krever oppfølging det er et stort sammenfall i hvilke forslag regjeringen meiner bør rapporteres videre på og hvilke forslag stortinget ønsker en videre rapportering på,,,,,
711140,1026,178,Stortinget-20200506-095526_4791600_4818500,26.9,data/proceedings/2020-05-06_proceedings.txt,data/transcriptions/json/2020-05-06_transcription.json,1,0.7123287671232876,bm,11675,11743,"en kontraterrorkapasitet med spesialstyrkene. Det er et krav som har ligget der helt siden Gjørv-kommisjonen. Da ble det avdekket at det er noe vi mangler. Det er en nasjonal ressurs. Så dette er ikke noe «bare for søringan», som jeg registrerer i enkelte leserinnlegg i nord. Nei, dette er en nasjonal ressurs som skal sikre at vi er bedre forberedt ved terrorangrep framover. Morten Wold – til oppfølgingsspørsmål.",trene oppøver en kontra terrorkapasitet med spesialstyrkene det er et krav som har ligget der helt siden gjørvkommisjonen da ble det avdekket at det er noe vi mangler det er en nasjonal ressurs sånn at det ikke er noe bare følg søringene som jeg registrerer det i enkelte leseranlegga innlegg der det det er nord nei det her er altså en nasjonal ressurs som skal sikre at vi er bedre forberedt ved terrorangrep fremover presidentneste oppfølgingsspørsmål stilles av repr,,,,,
552959,799,175,Stortinget-20180207-095659_4626600_4652700,26.1,data/proceedings/2018-02-07_proceedings.txt,data/transcriptions/json/2018-02-07_transcription.json,1,0.8703703703703703,bm,10888,10939,"Barnehagetilbudet blir bedre, og det ser vi også av foreldres egen vurdering. Barnehager i privat regi får god score. I går uttalte Høyres Mathilde Tybring-Gjedde at Arbeiderpartiet allierer seg med Rødt mot de kommersielle barnehagene. Det skjer endringer nå, stadig flere reagerer på at store verdier tas fra barnehagene til privat",barnehagetilbudet blir bedre og det ser vi også av foreldres egen vurdering barnehager i privat regi får god s moxnes eee president eee i går så uttalte høyre som matilde tybringgjedde at arbeiderpartiet allierer seg med rødt mot de kommersielle barnehagene eee og det skjer endringer nå eee stadig flere reagerer på at store verdier tas fra barnehagene til privat berikel,,,,,
332591,488,321,Stortinget-20141212-085527_8401700_8414700,13.0,data/proceedings/2014-12-12_proceedings.txt,data/transcriptions/json/2014-12-12_transcription.json,1,0.7575757575757576,nn,19165,19197,"representanten Storberget i at barnehus berre er starten, men det må på plass, og det er veldig bra at Stortinget har vedteke – etter forslag frå Arbeidarpartiet – å gjere bruken obligatorisk.",president eg er heilt einig med representanten storberget om at barnehus bare er starten men det må på plass og det er veldig bra at stortinget har vedtatt eit forslag frå arbeidarpartiet å gjera bruken obligatorisk,,,,,
286708,429,1264,Stortinget-20140403-095501_18654000_18682600,28.6,data/proceedings/2014-04-03_proceedings.txt,data/transcriptions/json/2014-04-03_transcription.json,1,0.5420560747663552,nn,37546,37602,"til nokon sitat som gjer at iallfall eg meiner det. St.prp. 49 for 2006–2007, Samarbeid om handtering av CO2 på Mongstad – som inkluderte Gjennomføringsavtala, utgangspunktet for investering, opprettinga av testsenteret – vart samrøystes vedteken av Stortinget i mai i 2007. Fangst og lagring av CO2 er omtala i det første klimaforliket i februar 2008, og",eee viser til nokon sitat så som gjer at iallfall eg meiner det i stortings propp niogfemti den heite i totusenogseks totusenogsju samarbeid om handtering av soto på mongstad den inkluderte gjennomføringsavtalen utgangspunktet for investeringa opprettelsen av testsenteret den blei einstemmig vedtatt av stortinget i mars i totusenogsju pansk og lagringa er og to,,,,,
448440,649,309,Stortinget-20160616-155523_3878300_3907200,28.9,data/proceedings/2016-06-16_proceedings.txt,data/transcriptions/json/2016-06-16_transcription.json,1,0.8153846153846154,bm,55137,55208,"Dette eierskapet må utøves med respekt for børsreglement – det at allmennheten samtidig med alle andre har krav på opplysninger som kan ha betydning for deres etterspørsel etter aksjer – og for medeiere, dvs. andre private aksjeeiere i selskapet. Som ledd i den brede internasjonaliseringen har Telenor hatt en mindretallspost i VimpelCom, som ikke har gitt styring over dette selskapet. Derimot er VimpelCom som børsnotert i New York underlagt amerikansk lovgivning.",dette at allmennheten har krav på opplysninger samtidig med alle andre som kan ha betydning for deres etterspørsel og aksjer og for medeiere det vil si andre private aksjeeiere i selskapet som ledd i den brede internasjonaliseringen har telenor hatt en mindretallspost i vimpelkom som ikke har gitt styring over dette selskapet derimot er wimpelkom som børsnotert i new york underlagt amerikansk lovgivning,,,,,
513474,744,2066,Stortinget-20170608-155502_18383200_18412000,28.8,data/proceedings/2017-06-08_proceedings.txt,data/transcriptions/json/2017-06-08_transcription.json,1,0.7891156462585034,nn,86424,86496,"der ein etterlyste logopedar til alle dei slagramma som treng det tilbodet i kommunane, men som ikkje finst mange plassar. Kva med musikkterapeutar? Kva med ernæringsfysiologar? Trur ein at det vert lettare å få inn desse profesjonane i kommunen når nokon profesjonar vert lovfesta og andre ikkje? Det vert jo ikkje det. Dette vil kunna gå ut over det tverrfaglege samarbeidet i kommunane, som eg høyrer ein elles snakkar så vent om.",eee der han etterlyste logopedar for alle dei som er slagramma og som treng det tilbodet i kommunane som ikkje finst i mange plassar eee kva me busikterapkautar kva med næringsfyselloga trur ein at det blir lettare å få inn desse profesjonane i kommunen når nokon profesjonar blir lovfest og andre ikkje det blir jo ikkje det og dette vil kunna gå utover det tverrfaglege samarbeidet i kommunane som eg høyrer ein elles snakka så eee vente om,,,,,
376309,548,825,Stortinget-20150615-095449_9503500_9528300,24.8,data/proceedings/2015-06-15_proceedings.txt,data/transcriptions/json/2015-06-15_transcription.json,1,0.6666666666666667,bm,17640,17710,ei arealavgift – om vi kan kalle det det – som berre knyter seg til vekst. Det var eit fleirtal for ei arealavgift i denne sal. Den teknologiske utviklinga gjer at det blir færre arbeidsplassar i oppdrett. Vi ser også at det blir færre aktørar. Meir av verdiane blir faktisk henta ut av lokalsamfunna langs kysten. Da er det berre rett og rimeleg at ein del av omsetninga som skjer,en arealavgift vi kan jo ikke kalle det det en vekst avgift som eee som kunne knytte seg til vekst det var flertall for dette i denne sal den teknologiske utviklinga gjør at det blir færre arbeidsplasser i oppdrett det gjør at eee vi ser også blir færre aktører mer av verdiene blir faktisk henta ut av lokalsamfunnene la langs kysten da er det bare rett og rimelig at en del av omsetningen som skjer derfaller kommunene og,,,,,
799175,1136,1163,Stortinget-20210525-095513_31099400_31129300,29.9,data/proceedings/2021-05-25_proceedings.txt,data/transcriptions/json/2021-05-25_transcription.json,1,0.8725490196078431,bm,64945,65048,"Det andre er at vi mener at regjeringen bør komme med forslag om hvordan vi i enda større grad enn i dag kan sikre dyrket mark og viktige naturområder i forbindelse med utbyggingsprosjekter. Og det siste forslaget som Arbeiderpartiet har gått inn for i dag, sammen med SV og Miljøpartiet De Grønne, er at vi ber regjeringen om å gjennomgå verneplaner og komme med forslag som raskt sikrer beskyttelse av naturområder som i dag ikke er godt nok beskyttet. Vi har en rekke ordninger i dag som beskytter naturen vår, men vi vet også at det er en del områder som faller utenfor.",det andre er at vi mener at regjeringa bør komme med forslaget om hvordan vi kan sikre i enda større grad enn i dag dyrka markt og viktige naturområder i forbindelse med utbyggingsprosjekter og det siste forslaget som arbeiderpartiet har gått inn for i dag sammen med sv og miljøpartiet det er at vi ber regjeringa gjennomgå verneplaner eee og komme med forslag som rask sikrer beskyttelse av naturområder som i dag ikke er godt nok beskytta vi har en rekke ordninger i dag som beskytter naturen vår men vi veit jo også at det er en del områder som faller utenfor,,,,,
637637,911,88,Stortinget-20190327-095615_2381600_2410500,28.9,data/proceedings/2019-03-27_proceedings.txt,data/transcriptions/json/2019-03-27_transcription.json,1,0.8765432098765432,bm,5593,5675,"en maktstruktur fremover. Spørsmålet er: Skal vi overlate dette gassmarkedet fullstendig til Russland, eller skal vi sørge for å være en forutsigbar leverandør av gass til Europa, produsert i det området hvor vi har de strengeste miljøkravene, og hvor vi har lagt det inn under kvotesystemet, og hvor vi sørger for at vi erstatter kull med gass? Audun Lysbakken – til oppfølgingsspørsmål. Det Norge etter hvert også kommer til å måtte innse, er at det ikke kommer til å bli sånn at",også en maktstruktur fremover spørsmålet er skal vi overlate dette ky gassmarkedet fullstendig til russland eller skal vi sørge for å være en forutsigbar leverandør av gass til europa produsert i det området hvor vi har de strengeste miljøkravene og hvor vi har lagt det inn under kvotesystemet og hvor vi sørger for at eee vi eee erstatter det med eee altså erstatter kull med gasspresident det også norge etterhvert kommer til å måtte innse at det kommer ikke til å bli sånn at eee,,,,,
662553,942,779,Stortinget-20190617-095234_12224700_12254700,30.0,data/proceedings/2019-06-17_proceedings.txt,data/transcriptions/json/2019-06-17_transcription.json,1,0.8,nn,26495,26556,"det ikkje berre er det som er underlagt Olje- og energidepartementet, som får kritikk. Det er også kritikk til Klima- og miljødepartementet og Samferdselsdepartementet for mangel på beredskap osv. Men hovudtyngda ligg på Olje- og energidepartementet. Det som er gjennomgåande, er at ein ikkje involverer miljøstyresmaktene, ein tar ikkje innover seg beredskapen i særleg grad. Det som er interessant i funna",eee det som er underlagt olje energidepartementet som får kritikk det er også eee kritikk til klima miljødepartementet til samferdsdepartementet for mangel på beredskap og så vidare men hovudtyngda ligg på o i det eee og det som er gjennomgåande er at ein ikkje involverer miljømyndigheiter ein tar ikkje inn over seg beredskapen i særleg grad og det som er interessant i funna som eee,,,,,
464176,675,160,Stortinget-20161130-095514_4406700_4434400,27.7,data/proceedings/2016-11-30_proceedings.txt,data/transcriptions/json/2016-11-30_transcription.json,1,0.9767441860465116,bm,9557,9624,"og redusere antall barn og familier som lever i fattigdom. Derfor lanserte denne regjeringen en strategi mot barnefattigdom – den første i sitt slag – med 64 ulike tiltak som skal redusere barnefattigdommen. Jeg mener derfor at skattelettelsene som representanten Tajik refererer til, ikke gir et helhetlig bilde av regjeringens arbeid for et trygt, godt og inkluderende samfunn med forholdsvis små forskjeller, høy sysselsetting og god vekstevne.",og redusere antall barn og familier som lever i fattigdom derfor lanserte denne regjeringen en strategi mot barnefattigdom den første i sitt slag med sekstifire ulike tiltak som skal redusere barnefattigdommen jeg mener derfor at skattelettelsene som representanten refererer til ikke gir et helhetlig bilde av regjeringens arbeid for et trygt godt og inkluderende samfunn med forholdsvis små forskjeller høy sysseling og god vekstevne,,,,,
421298,618,484,Stortinget-20160407-095458_12750900_12779800,28.9,data/proceedings/2016-04-07_proceedings.txt,data/transcriptions/json/2016-04-07_transcription.json,1,0.92,bm,24502,24551,"Riksrevisjonens revidering av internkontrollen av departementets beregning av rammetilskudd. Rammetilskuddet til kommuner og fylkeskommuner utgjør 80 pst. av Kommunal- og moderniseringsdepartementets regnskap, og ikke minst er dette betydelige inntekter for kommuner og fylkeskommuner og grunnlaget for innbyggernes velferd. Det er derfor særs viktig at tilskuddene beregnes korrekt, og at",at riksrevisjonens revidering av internkontrollen av departementets beregning av rammetilskudd rammetilskuddet til kommuner og fylkeskommune kommuner utgjør åtti prosent av kommunal og moderniseringsdepartementets regnskap og ikke minst er dette betydelige inntekter for kommuner og fylkeskommuner og grunnlaget for innbyggernes velferd det er derfor særs viktig at tilskuddene beregnes korrekt og at utbetalingen,,,,,
266519,393,1282,Stortinget-20131205-095456_21205200_21230700,25.5,data/proceedings/2013-12-05_proceedings.txt,data/transcriptions/json/2013-12-05_transcription.json,1,0.905982905982906,nn,48602,48660,for at det då kan vurderast naudsynte tiltak dersom køyremønsteret skulle utvikla seg i uynskt retning. Det vil òg vera viktig at ein kjem fram til gode løysingar med lokal oppslutning kring rabattordningar og passeringstak. Komiteen har også i si tilråding med eit punkt der regjeringa blir beden om å vurdera statleg garanti dersom det kan gje lågare,for at det då kan vurderast naudsynte tiltak dersom køyremønsteret skulle utvikla seg i uønskt retning det vil og vera viktig at ein kjem fram til gode løysingar med lokal oppslutning kring rabattordningar og passeringstakkomiteen har også i si tilråding med eit punkt der regjeringa blir bedne om å vurdera statleg garanti dersom det kan gi gje lågare lånerenter,,,,,
328311,485,575,Stortinget-20141209-215451_5048600_5072600,24.0,data/proceedings/2014-12-09_proceedings.txt,data/transcriptions/json/2014-12-09_transcription.json,1,0.8679245283018868,bm,107965,108015,"fortelle tanker og kanskje også historier som det ikke er meningen at skal bringes videre til utlendingsmyndighetene. Disse barna har heller ikke den plikten, som det har vært sagt her. Av hensyn til barnas integritet og personvern bør det ikke åpnes for at opplysninger kan formidles til utlendingsmyndighetene uten samtykke.",og og og kanskje også eee fortelle historier som det ikke er meninga skal behøve å bringes videre til utlendingsmyndighetene og disse barna har heller ikke den plikten som det har vært sagt her så av hensyn til barnas integritet og personvern så bør det ikke åpnes for at opplysninger kan formidles til utlendingsmyndighetene uten samtykke president,,,,,
86765,123,1435,stortinget-20110315-095509_19651300_19680300,29.0,data/proceedings/2011-03-15_proceedings.txt,data/transcriptions/json/2011-03-15_transcription.json,1,0.7721518987341772,bm,42477,42551,"Jeg har først og fremst lyst til å takke interpellanten for å ta opp dette viktige temaet. Det er en god oppfølging av den debatten vi hadde om St.meld. nr. 41 for 2008–2009 Kvalitet i barnehagen. Fremskrittspartiet var en stor støttespiller i barnehageforliket og er veldig glad for at det kom på plass. Likevel er det viktig for Fremskrittspartiet at foreldrene har en valgfrihet med hensyn til hvilket barnepass de ønsker for sine barn,",president jeg har først og fremst lyst til å takke interpellanten for å ta opp dette viktige temaet her og det er en god oppfølging i forhold til den den vi hatten vi hadde under stortingsmelding førtien i forhold til kvalitet i barnehagen fremskrittspartiet var en stor støttespiller til barnehageforliket og veldig glad for at det kom på plass likevel så er det viktig for fremskrittspartiet at det er foreldrene som eee har en valgfrihet i forhold til hvilke barnepass de ønsker for sine barn,,,,,
510663,743,503,Stortinget-20170607-155522_6514000_6525600,11.6,data/proceedings/2017-06-07_proceedings.txt,data/transcriptions/json/2017-06-07_transcription.json,1,0.7428571428571429,bm,64725,64759,"situasjon. Vi vet at mange ungdommer i dag ikke er klar over hva nominell rente og effektiv rente er. De aner ikke hva inkasso er. De aner heller ikke at forbruksgjeld er dyr gjeld,",og vi vet president at eee mange ungdommer i dag ikke er klar over hva er nominell effektive renter er de aner ikke hva inkasso er eee og det vi ørner heller ikke at forbruksgjeld er dyre gjeld,,,,,
613264,880,334,Stortinget-20181211-095513_4526300_4538000,11.7,data/proceedings/2018-12-11_proceedings.txt,data/transcriptions/json/2018-12-11_transcription.json,1,0.7727272727272727,nn,9143,9162,Eg meiner at alle pengar til velferd skal gå til velferd. Det skal ikkje vere eit verktøy for privat,eg meiner at all pengar til velferd skal gå til velferd det skal ikkje vere eit verkty for eee privat bofittneste replikant er bengt rune strifelt,,,,,
512754,744,1346,Stortinget-20170608-155502_11918300_11943300,25.0,data/proceedings/2017-06-08_proceedings.txt,data/transcriptions/json/2017-06-08_transcription.json,1,0.8333333333333334,bm,75857,75910,"Stortinget. Da er det eiendommelig at Arbeiderpartiet i 2005, i 2009 og i 2013 i sitt partiprogram i kontrakt med velgerne sier at man vil ha frivillighetslinje for kommunene, «men ikke på en slik måte at enkeltkommuner kan stanse enhver endring som er ønsket av nabokommuner og er hensiktsmessig ut fra nasjonale helhetshensyn».",stortinget og da er det eiendomlig president at arbeiderpartiet i tjue nullfem i tjueni i tjuetretten i sitt porte eee eee partiprogram i kontrakten med velgerne sier at eee man vil ha frivillighetslinjer for kommunene men ikke på en slik måte at enkeltkommuner kan stanse enhver endring som er ønsket av nabokommuner og hensiktsmessig ut fra nasjonale helhetshensyn,,,,,
80253,115,204,stortinget-20110217-095557_5531700_5555800,24.1,data/proceedings/2011-02-17_proceedings.txt,data/transcriptions/json/2011-02-17_transcription.json,1,0.9571428571428572,bm,10678,10749,"Kunnskapsløftet gir rom for profilering av enkelte fag og grupper av fag, og det er opp til den enkelte fylkeskommune å ta i bruk disse mulighetene. Flere fylkeskommuner har allerede skoler som profilerer seg innen realfag, og antallet er høyere enn de fire som forslagsstillerne legger opp til. Regjeringen stiller seg undrende til forslag II i dokumentet om å opprette fire nasjonale realfaglærerutdanninger på masternivå. Dette var også saksordføreren inne på.",kunnskapsløftet gir rom for profilering av enkelte fag og grupper av fag og det er opp til den enkelte fylkeskommune å ta i bruk disse mulighetene flere fylkeskommuner har allerede skoler som profilerer seg innen realfag og antallet er høyere enn de fire som forslagsstillerne legger opp til regjeringen stiller seg undrende til forslag to om å opprette fire nasjonale realfagslærerutdanninger på masternivå dette var også saksordføreren inne på,,,,,
34788,55,215,stortinget-20100608-175601_2670400_2699500,29.1,data/proceedings/2010-06-08_proceedings.txt,data/transcriptions/json/2010-06-08_transcription.json,1,0.8037383177570093,bm,52920,52971,"Jeg legger ikke skjul på at den øvre rammen er et viktig signal. Men langt viktigere er det at rammen brukes aktivt, og at normalstraffen ligger høyere enn dagens nivå. Dagens straffeutmålingspraksis knyttet til mishandling i nære relasjoner og voldslovbrudd ligger i det nedre sjiktet av strafferammene. Innenfor de eksisterende strafferammene",jeg legger til le jeg legger ikke skjul på at den øvrige rammen er et viktig signal men langt viktig det er president at rammen brukes aktivt og at normalstraffel eee straffen ligger høyere enn dagens nivå dagens straffutmålingspraksis knyttet til mishandling i nærrelasjoner og voldslovbrudd ligger i det nedre siktet av strafferammene innenfor de eksisterende strafferammene,,,,,
413870,607,93,Stortinget-20160310-095558_2693300_2721400,28.1,data/proceedings/2016-03-10_proceedings.txt,data/transcriptions/json/2016-03-10_transcription.json,1,0.7254901960784313,bm,5265,5314,Dobling av konsesjonsgrenser kombinert med fall i markedet har gjort at mange produsenter har blitt kjøpt ut og har måttet avslutte sin produksjon. Mitt spørsmål til statsråden er om en ser tegn til at det er flere som blir heltidsbønder fordi en dobler konsesjonsgrensene. Beskrivinga av årsakssamanhengane til at,eee dobling av konsesjonskase kombinert med fall i eee eee markedet har gjort at mange produsenter har blitt kjøpt ut måtte avslutte sin produksjon eee så mitt spørsmål til statsråden eee er om den eee om en ser tegn til at det blir flere eee som blir heltidsbønder fordi at den doble eee konsesjonsgrensene statsråd jon georg dale vær så god,,,,,
75339,107,231,stortinget-20110201-095724_2m_6316900_6344600,27.7,data/proceedings/2011-02-01_proceedings.txt,data/transcriptions/json/2011-02-01_transcription.json,1,0.9369369369369368,bm,12861,12916,"Jeg synes å legge merke til at representanten Aspaker var nesten helt fornøyd, men ikke helt. Det tar jeg som en liten utfordring – for å ha noe å strekke oss etter. Det er klart at det er alltid muligheter til forbedringer nesten på alle nivåer, men her har vi et systematisk arbeid på gang,",det epresident jeg synes å legge merke til at representanten aspaker var en nesten helt fornøyd men ikke helt det tar jeg som en liten eee utfordring for å ha noe å strekke oss etter det er klart at det er alltid muligheter for forbedringer nesten på alle nivåer men her har vi et syisk eee arbeid på gang,,,,,
854128,1219,408,Stortinget-20220405-095504_10833300_10858800,25.5,data/proceedings/2022-04-05_proceedings.txt,data/transcriptions/json/2022-04-05_transcription.json,1,0.6555555555555556,nn,22430,22513,"For det første husker vi vel alle det vi har opplevd sist, men i forrige uke var jeg i Suldal, og da så jeg på steinsprang og ras på den måten. Så jeg er fullt innforstått med at her er det ulike utfordringer ulike steder i landet. Jeg er også enig i at vi må kunne ta i bruk teknologi, også når det gjelder steinsprang og skred som går i fjellmasser. Det er selvfølgelig viktig. Da er overvåkning en viktig del av det.",ja takk president eee for det første så er det vel sånn at vi aldri hugsar det som vi har opplevd sist men altså forjuke av var eg jo sulda og da så var eg på steinsprang og ras på den måten så ja eg har fullt inneforstått meg at her er det ulike utfordringar i ulike steder i landet og eg er også einig i at vi må kunne ta i bruk teknologi også på på stengsprang og og skred som går i fjellmasser det gjer selvfølgelig viktig og da er overvaking ein viktig del av det,,,,,
668085,946,493,Stortinget-20190621-085509_8775900_8803900,28.0,data/proceedings/2019-06-21_proceedings.txt,data/transcriptions/json/2019-06-21_transcription.json,1,0.8062015503875969,bm,19578,19640,"behovet for nødvendige endringer for å sikre at ingen mister retten til AAP før de er ferdig avklart til enten arbeid eller trygd. AAP er en midlertidig ytelse som skal være der for at man skal bli ferdig avklart, og hvor man skal få hjelpetiltak. Den erstatter ganske mange andre ytelser, som folk gikk imellom. Den skal lage et mer ryddig system.",behovet for nødvendige endringer for å sikre at ingen mister retten til aap før de er ferdig avklart enten til arbeid eller til trygd statsminister solberg president aap er en midlertidig ytelse som skal være der for at du skal bli ferdig avklart og hvor du skal få hjelpetiltak den erstattet ganske mange andre ytelser for folk gikk mellom de og for å lage et ryddigere system,,,,,
237511,351,67,Stortinget-20130521-115221_2166100_2193600,27.5,data/proceedings/2013-05-21_proceedings.txt,data/transcriptions/json/2013-05-21_transcription.json,1,0.8169014084507042,bm,3780,3848,"utgjør faktisk en del av den aller første utvinningstillatelsen som ble tildelt på norsk kontinentalsokkel, helt tilbake til 1965. Det er snart 50 år siden. Siden den gang har mye av arealet i denne utvinningstillatelsen blitt levert tilbake og tildelt på nytt flere ganger. Nye selskaper med nye ideer har sluppet til. Dette er et godt eksempel på en dynamikk som vi ønsker mer av på norsk sokkel.",i over åsen feltet utgjør faktisk en del av den aller første utvinningstillatelsa som ble tildelt på norsk kontinentalsokkel helt tilbake i nitten femogseksti det er snart femti år siden siden den gang har mye arealer i den her utvinningstillatelsen har blitt levert tilbake og blitt tildelt på nytt flere ganger nye selskap med nye ideer har sluppet til det her er et godt eksempel på en dynamikk som vi ønsker på norsk sokkel,,,,,
581888,836,970,Stortinget-20180528-115501_21773400_21802800,29.4,data/proceedings/2018-05-28_proceedings.txt,data/transcriptions/json/2018-05-28_transcription.json,1,0.8421052631578947,bm,45723,45796,"når man argumenterer på den måten som det ble gjort i sted. Det var i hvert fall ikke sannheten. Dette er selvfølgelig en verdidebatt. Man har brukt media til å prøve å framstille Fremskrittspartiet som et parti som står opp for norske sjøfolk. Denne debatten viser med all tydelighet at de ikke gjør det. Det andre som har kommet ganske tydelig fram i debatten, er at det håpet som ligger i en flertallsmerknad,",når en argumenterer på den måten som det ble argumentert på eee i stad det er hvertfall ikke sannheten president dette er jo selvfølgelig en verdidebatt nå har han brukt media til å prøve å framstille fremskrittspartiet som et parti som står opp for norske sjøfolk denne debatten viser med all tydelighet at de ikke gjør det det andre som er meget kommet ganske tydelig fram i debatten det er at det håpet som nå ligger der i en flertallsmerknad,,,,,
753203,1085,1124,Stortinget-20201215-095623_28952300_28975800,23.5,data/proceedings/2020-12-15_proceedings.txt,data/transcriptions/json/2020-12-15_transcription.json,1,0.7663551401869159,bm,65567,65618,"til partiet Rødt. Tror virkelig representanten Moxnes at når 2020 er tilbakelagt og bedriftene sitter i 2021 og skal gjøre opp regnskap, at de står overfor en situasjon hvor det er snakk om utbyttefest og bonusfester? Tror virkelig representanten Bjørnar Moxnes at når 2020 er over og man skal inn i",til partiet rødt tror virkelig representanten moxnes at når tyvetyve er tilbakelagt og bedriften sitter i tjuetjueen og skal gjøre opp regnskapet at de sitter rov sitt råd for en situasjon hvor det er snakk om utbyttefest og bonusfester tror virkelig bjørnar representanten bjørnar moxnes at en år tyvetyve alver og man skal inn i tjuetjueen,,,,,
457874,666,629,Stortinget-20161109-095304_16580900_16606800,25.9,data/proceedings/2016-11-09_proceedings.txt,data/transcriptions/json/2016-11-09_transcription.json,1,0.9622641509433962,bm,37258,37311,Endringer i økonomiske konjunkturer og omstillingsbehov i virksomhetene kan påvirke arbeidstakernes opplevelse av trygghet. Det årlige Arbeidslivsbarometeret til YS viser at det er flere arbeidstakere enn før som opplever at jobben deres ikke er trygg. Undersøkelsen viser samtidig at de fleste arbeidstakere møter dette med en positiv vilje til å delta i omstilling.,endringer i økonomiske konjunkturer og omstillingsbehov i virksomhetene kan påvirke arbeidstakernes opplevelse av trygghet den årlige arbeidslivsbarometeret til ys viser at det er flere arbeidstakere enn før som eee opplever at jobben deres ikke er eee trygg undersøkelsen viser samtidig at de fleste arbeidstakerne møter dette med en positiv vilje til å delta i omstilling,,,,,
67413,97,155,stortinget-20101213-195644_del2_1348000_1374400,26.4,data/proceedings/2010-12-13_proceedings.txt,data/transcriptions/json/2010-12-13_transcription.json,1,0.7111111111111111,bm,63217,63285,"Når det så gjelder formuesskatten, har jeg bare lyst til å si litt mer om den artikkelen som Terje Rein Hansen hadde i Dagens Næringsliv i dag, hvor overskriften var «Behold formuesskatten». Han sier der: «Det faktum at de «superrike» ikke lenger betaler skatt vil kunne være helt ødeleggende for skattemoralen». Dette gjelder altså hvis en tar vekk formuesskatten. Professor Hansen sier også: «Kommuner som Oslo, Asker og",når det så gjelder formuesskatten så har jeg bare lyst til å igjen da også ta litt mere om den artikkel som terje hansen hadde i dagens næringsliv i dag hvor overskriften var å beholde formuesskatten han sier det president sitat det faktum at de superrike ikke lenger betaler skatt vil kunne være helt ødeleggende for skattemoralen sitat slutt hvis han altså tar vekk formuesskatten og pt,,,,,
